station,datetime,temperature,precipitation,wind_speed,wind_direction,pressure,weather_code
鹿児島,2025-08-20 20:00:00,28.2,0.0,3.8,南東,1007.9,10
鹿児島,2025-08-20 21:00:00,28.8,0.0,3.2,南東,1008.0,10
鹿児島,2025-08-20 22:00:00,27.8,0.5,1.9,南南西,1008.4,4
鹿児島,2025-08-20 23:00:00,26.9,12.5,3.1,南南東,1007.9,10
鹿児島,2025-08-21 00:00:00,28.5,0.0,4.5,南東,1007.9,4
鹿児島,2025-08-21 01:00:00,28.5,0.0,5.7,南南東,1007.5,10
鹿児島,2025-08-21 02:00:00,28.8,0.0,5.3,南南東,1007.8,10
鹿児島,2025-08-21 03:00:00,28.2,0.0,5.2,南東,1007.7,15
鹿児島,2025-08-21 04:00:00,28.8,0.0,6.4,南南東,1007.4,4
鹿児島,2025-08-21 05:00:00,28.7,0.5,4.5,南,1007.4,10
鹿児島,2025-08-21 06:00:00,25.7,2.5,5.4,南西,1007.8,10
鹿児島,2025-08-21 07:00:00,25.5,3.5,3.0,南,1007.8,10
鹿児島,2025-08-21 08:00:00,26.0,5.0,5.4,南,1007.9,15
鹿児島,2025-08-21 09:00:00,25.9,4.0,7.6,南南東,1007.8,10
鹿児島,2025-08-21 10:00:00,26.0,6.5,8.8,南南東,1007.7,10
鹿児島,2025-08-21 11:00:00,26.1,8.0,7.3,南南東,1007.1,10
鹿児島,2025-08-21 12:00:00,25.9,10.0,9.1,南,1005.9,10
鹿児島,2025-08-21 13:00:00,26.4,0.0,9.5,南南東,1005.5,10
鹿児島,2025-08-21 14:00:00,26.2,2.5,12.4,南南東,1004.5,15
鹿児島,2025-08-21 15:00:00,25.6,20.0,11.2,南南東,1003.4,15
鹿児島,2025-08-21 16:00:00,24.8,24.5,14.2,南南東,1002.0,15
鹿児島,2025-08-21 17:00:00,25.3,55.5,20.6,南南東,998.2,15
鹿児島,2025-08-21 18:00:00,25.7,28.5,10.3,南南西,998.8,15
鹿児島,2025-08-21 19:00:00,25.5,2.0,4.5,西南西,1001.0,15
鹿児島,2025-08-21 20:00:00,25.3,2.5,6.8,西,1001.9,10
鹿児島,2025-08-21 21:00:00,25.1,0.0,6.4,西,1003.0,10
鹿児島,2025-08-21 22:00:00,25.2,0.0,5.4,西,1004.0,4
鹿児島,2025-08-21 23:00:00,25.5,0.0,5.3,西北西,1004.4,4
鹿児島,2025-08-22 00:00:00,25.5,0.0,4.5,西北西,1004.7,4
鹿児島,2025-08-22 01:00:00,26.1,0.0,5.5,西北西,1004.9,4
鹿児島,2025-08-22 02:00:00,26.5,0.0,5.4,西北西,1004.5,4
鹿児島,2025-08-22 03:00:00,26.7,0.0,4.9,西,1004.4,15
鹿児島,2025-08-22 04:00:00,25.2,2.5,4.2,西南西,1004.7,10
鹿児島,2025-08-22 05:00:00,25.5,0.0,2.2,北東,1005.0,15
鹿児島,2025-08-22 06:00:00,25.9,0.0,2.4,東南東,1005.7,15
鹿児島,2025-08-22 07:00:00,26.2,0.5,0.8,南,1006.3,15
鹿児島,2025-08-22 08:00:00,26.8,0.0,1.0,西,1006.6,15
鹿児島,2025-08-22 09:00:00,27.8,0.0,1.1,南西,1006.8,4
鹿児島,2025-08-22 10:00:00,27.8,0.0,3.9,西,1007.0,10
鹿児島,2025-08-22 11:00:00,28.7,0.0,4.3,西北西,1007.2,10
鹿児島,2025-08-22 12:00:00,28.5,0.5,3.4,西南西,1007.3,10
鹿児島,2025-08-22 13:00:00,29.1,0.5,4.4,西北西,1006.6,10
鹿児島,2025-08-22 14:00:00,30.6,0.0,4.0,西,1006.4,4
鹿児島,2025-08-22 15:00:00,30.7,0.0,4.4,西北西,1006.4,10
鹿児島,2025-08-22 16:00:00,31.4,0.0,3.9,西,1006.2,4
鹿児島,2025-08-22 17:00:00,30.9,0.0,3.9,西,1006.5,2
鹿児島,2025-08-22 18:00:00,29.6,0.0,4.2,西北西,1006.7,2
鹿児島,2025-08-22 19:00:00,29.3,0.0,2.6,西北西,1007.0,2
鹿児島,2025-08-22 20:00:00,28.7,0.0,0.9,北北西,1007.6,2
鹿児島,2025-08-22 21:00:00,28.5,0.0,1.9,西南西,1007.9,2
鹿児島,2025-08-22 22:00:00,28.2,0.0,1.9,西南西,1008.4,2
鹿児島,2025-08-22 23:00:00,28.2,0.0,1.0,西,1008.3,4
鹿児島,2025-08-23 00:00:00,28.1,0.0,0.4,南南東,1008.2,4
鹿児島,2025-08-23 01:00:00,27.9,0.0,0.8,南東,1007.9,4
鹿児島,2025-08-23 02:00:00,27.9,0.0,1.4,南東,1007.9,4
鹿児島,2025-08-23 03:00:00,27.8,0.0,1.1,南南東,1007.9,4
鹿児島,2025-08-23 04:00:00,27.8,0.0,1.0,南南東,1008.0,2
鹿児島,2025-08-23 05:00:00,27.5,0.0,0.7,南南西,1008.3,4
鹿児島,2025-08-23 06:00:00,26.9,1.0,2.0,北北西,1008.9,10
鹿児島,2025-08-23 07:00:00,25.0,11.5,5.4,北北西,1009.3,10
鹿児島,2025-08-23 08:00:00,25.6,28.0,1.5,西北西,1009.5,10
鹿児島,2025-08-23 09:00:00,27.7,0.0,0.3,南南西,1009.6,4
鹿児島,2025-08-23 10:00:00,27.6,0.0,2.4,南南東,1010.2,10
鹿児島,2025-08-23 11:00:00,26.7,0.5,0.7,南南東,1010.1,10
鹿児島,2025-08-23 12:00:00,27.8,0.0,1.5,南南東,1009.8,4
鹿児島,2025-08-23 13:00:00,28.4,0.0,3.3,南東,1009.4,4
鹿児島,2025-08-23 14:00:00,28.8,0.0,3.6,南東,1008.9,2
鹿児島,2025-08-23 15:00:00,29.9,0.0,3.5,南南東,1008.4,2
鹿児島,2025-08-23 16:00:00,32.1,0.0,3.6,西,1008.0,4
鹿児島,2025-08-23 17:00:00,31.3,0.0,3.9,西北西,1008.2,2
鹿児島,2025-08-23 18:00:00,30.6,0.0,3.9,西北西,1008.4,2
鹿児島,2025-08-23 19:00:00,29.4,0.0,2.3,西北西,1008.6,4
鹿児島,2025-08-23 20:00:00,28.8,0.0,3.1,西北西,1009.2,2
鹿児島,2025-08-23 21:00:00,28.6,0.0,0.8,北西,1009.5,2
鹿児島,2025-08-23 22:00:00,28.2,0.0,1.7,北北西,1009.7,2
鹿児島,2025-08-23 23:00:00,27.9,0.0,2.1,北北西,1009.8,2
鹿児島,2025-08-24 00:00:00,27.6,0.0,1.7,北北西,1009.9,2
鹿児島,2025-08-24 01:00:00,27.2,0.0,1.4,北北西,1009.7,2
鹿児島,2025-08-24 02:00:00,27.0,0.0,1.9,北北西,1009.6,2
鹿児島,2025-08-24 03:00:00,27.0,0.0,1.5,北北西,1009.7,2
鹿児島,2025-08-24 04:00:00,26.8,0.0,1.1,北,1009.6,4
鹿児島,2025-08-24 05:00:00,26.6,0.0,1.5,北,1009.6,4
鹿児島,2025-08-24 06:00:00,26.4,0.0,1.0,北,1010.1,2
鹿児島,2025-08-24 07:00:00,27.2,0.0,1.3,北北西,1010.4,4
鹿児島,2025-08-24 08:00:00,28.5,0.0,1.2,北北西,1010.8,2
鹿児島,2025-08-24 09:00:00,30.0,0.0,1.2,西,1010.7,2
鹿児島,2025-08-24 10:00:00,31.1,0.0,2.2,南東,1010.8,2
鹿児島,2025-08-24 11:00:00,31.3,0.0,1.3,南西,1010.7,2
鹿児島,2025-08-24 12:00:00,30.8,0.0,2.2,西南西,1010.4,4
鹿児島,2025-08-24 13:00:00,32.6,0.0,3.3,北西,1009.9,2
鹿児島,2025-08-24 14:00:00,34.6,0.0,3.7,西,1009.3,2
鹿児島,2025-08-24 15:00:00,32.7,0.0,4.2,西北西,1009.0,4
鹿児島,2025-08-24 16:00:00,32.0,0.0,3.6,西北西,1008.8,15
鹿児島,2025-08-24 17:00:00,31.6,0.0,4.8,西北西,1008.9,2
鹿児島,2025-08-24 18:00:00,30.7,0.0,4.1,西北西,1008.9,2
鹿児島,2025-08-24 19:00:00,30.1,0.0,2.6,西北西,1009.1,4
鹿児島,2025-08-24 20:00:00,29.5,0.0,0.8,北西,1009.6,4
